Name,Symbol,Start Date,Hist.,Category,Exchange,Market,Currency,Type,Full Name
HISENSE ELEC. 'A',CN:QHH,4/22/1997,18Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Hisense Electric 'A'
HUBEI JUMPCAN PHARM.'A',CN:HGM,8/23/2001,14Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Hubei Jumpcan Pharmaceutical 'A'
INNER MONGOLIA MENGDIAN HUANENG THERMAL PWR. 'A',CN:IMM,5/20/1994,21Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Inner Mongolia Mengdian Huaneng Thermal Power 'A'
JIANGSU HI.HOPE INTGP. 'A',CN:IAN,6/30/2004,11Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Jiangsu High Hope Intgp 'A'
JIANGSU PHOENIX PAM.'A',CN:JPQ,11/30/2011,4Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Jiangsu Phoenix PAM 'A'
JIANGXI CPR. 'A',CN:JCC,1/11/2002,14Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Jiangxi Copper 'A'
JIANGXI ZHONG JIANG RLST.'A',CN:JGP,4/18/1997,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Jiangxi Zhong Jiang Real Estate 'A'
JINDUICHENG MOLYBDENUM 'A',CN:JMC,4/17/2008,7Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Jinduicheng Molybdenum 'A'
JOINTOWN PHARM.GP.'A',CN:JPH,11/2/2010,5Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Jointown Pharmaceutical Group 'A'
JUNEYAO AIRL.'A',CN:JYA,5/27/2015,<1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Juneyao Airlines 'A'
LIAONING CHENGDA 'A',CN:LIA,8/20/1996,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Liaoning Chengda 'A'
LUXIN VENTURE CAP.GP.'A',CN:SIA,12/25/1996,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Luxin Venture Capital Group 'A'
NANJING XINJIEKOU DPSTE. 'A',CN:NXD,10/18/1993,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Nanjing Xinjiekou Department Store 'A'
NEUSOFT 'A',CN:SYS,6/18/1996,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Neusoft 'A'
NINGBO JOYSON ELECTRONIC 'A',CN:LDC,12/6/1993,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Ningbo Joyson Electronic 'A'
NINGBO SHANSHAN 'A',CN:NIN,1/30/1996,20Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Ningbo Shanshan 'A'
OFFS.OIL ENGR. 'A',CN:OOE,2/5/2002,14Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Offshore Oil Engineering 'A'
PACIFIC SECURITIES 'A',CN:PSC,12/28/2007,8Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Pacific Securities 'A'
PEOPLE CN 'A',CH:PCN,4/27/2012,3Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,People CN 'A'
POWER DIVERSITY AUTMB. TRD.'A',CN:PDT,4/28/2011,4Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Power Diversity Automobile Trade 'A'
SHAI.TUN.ENGR. 'A',CN:STU,1/28/1994,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Tunnel Engineering 'A'
SHANDONG HI-SPEED 'A',CN:GIA,3/18/2002,14Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shandong Hi-Speed 'A'
SHANDONG IRON & STL.'A',CN:JNN,6/29/2004,11Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shandong Iron and Steel 'A'
SHANDONG NANSHAN ALMN. 'A',CN:SGT,12/23/1999,16Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shandong Nanshan Aluminum 'A'
SHANGHAI BAILIAN GP.'A',CN:SFO,2/4/1994,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Bailian Group 'A'
SHANGHAI CON.GROUP 'A',CN:SAO,6/23/1998,17Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Construction Group 'A'
SHANGHAI DZH 'A',CN:GTW,1/28/2011,5Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai DZH 'A'
SHANGHAI ELEC. POWER 'A',CN:HEP,10/29/2003,12Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Electric Power 'A'
SHANGHAI JAHWA UNITED 'A',CN:SJU,3/15/2001,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Jahwa United 'A'
SHANGHAI JIN JIANG INTL. HTLS.DEV.'A',CN:SWA,10/11/1996,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Jin Jiang International Hotels Development 'A'
SHANGHAI SHIMAO 'A',CN:SWX,2/4/1994,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Shimao 'A'
SHENERGY 'A',CN:SNN,4/16/1993,23Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shenergy 'A'
SICHUAN LANGUANG DEV.'A',CN:DSP,2/12/2001,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Sichuan Languang Development 'A'
SINOCHEM INTL.'A',CN:SIO,3/1/2000,16Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Sinochem International 'A'
SINOVEL WIND GROUP 'A',CN:OVA,1/13/2011,5Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Sinovel Wind Group 'A'
SOUTHWEST PHARM. 'A',CN:SPC,7/12/1993,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Southwest Pharmaceutical 'A'
TBEA 'A',CN:TEA,6/18/1997,18Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Tbea 'A'
TIAN DI SCI.& TECH. 'A',CN:TDS,5/15/2002,13Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Tian di Science and Technology 'A'
TONGHUA DONGBAO PHARM. 'A',CN:KGC,8/24/1994,21Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Tonghua Dongbao Pharmaceutical 'A'
TONTEC TECH.INV.GP.'A',CN:NAM,5/20/1994,21Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Tontec Technology Investment Group 'A'
UNIVERSAL SCIEN.INDL.'A',CN:USI,2/20/2012,4Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Universal Scientific Industrial 'A'
WUHAN HMNWL.HLTHCR.(GP.) 'A',CN:WUD,6/6/1997,18Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Wuhan Humanwell Healthcare (Group) 'A'
XI'AN LONGI SCN.MATS.'A',CN:XLS,4/11/2012,4Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,XI 'An Longi Silicon Materials 'A'
XIAMEN TUNGSTEN 'A',CN:XTL,11/7/2002,13Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Xiamen Tungsten 'A'
XINCHENG HLDG.GP.'A',CN:FLH,12/4/2015,<1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Xincheng Holding Group 'A'
XISHUI STRONG YR.INMONG. 'A',CN:INC,7/31/2000,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Xishui Strong Year Inner Mongolia 'A'
YANZHOU COAL MINING 'A',CN:YCM,7/1/1998,17Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Yanzhou Coal Mining 'A'
YINGKOU PORT LIABILITY 'A',CN:YPL,1/31/2002,14Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Yingkou Port Liability 'A'
YONGYOU NETWORK TECH.'A',CN:BJU,5/18/2001,14Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Yongyou Network Technology 'A'
YUNNAN CHIHONG ZINC & GERMANIUM 'A',CN:YZG,4/20/2004,11Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Yunnan Chihong Zinc and Germanium 'A'
ZHANGZHOU PIENTZEHUANG PHARMS.'A',CN:ZPP,6/16/2003,12Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Zhangzhou Pientzehuang Pharmaceuticals 'A'
ZHEJIANG CHINT ELECTRICS 'A',CN:ZCE,1/21/2010,6Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Zhejiang Chint Electrics 'A'
ZHEJIANG DLY.MDA.GP.'A',CN:SEL,3/4/1993,23Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Zhejiang Daily Media Group 'A'
ZHEJIANG HUAHAI PHARM. 'A',CN:ZEJ,3/4/2003,13Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Zhejiang Huahai Pharmaceutical 'A'
ZHEJIANG JUHUA 'A',CN:ZJU,6/26/1998,17Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Zhejiang Juhua 'A'
ZHEJIANG MRA.INDL.ZGYT. GP.'A',CN:ZHZ,6/6/1996,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Zhejiang Material Industrial Zgyt Group 'A'
ANGEL YEAST 'A',CN:HAY,8/18/2000,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Angel Yeast 'A'
ANHUI EXPRESSWAY 'A',CN:AEC,1/7/2003,13Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Anhui Expressway 'A'
ANHUI JIANGHUAI AUTOMOBILE 'A',CN:AJA,8/24/2001,14Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Anhui Jianghuai Automobile 'A'
ANHUI WANJIANG LOGISTICS GROUP 'A',CN:WPS,3/28/2003,13Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Anhui Wanjiang Logistics Group 'A'
ANHUI YINGJIA DISTILLERY A',CN:AYW,5/28/2015,<1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Anhui Yingjia Distillery a'
AVIC HEAVY MACHINERY 'A',CN:GUZ,11/6/1996,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Avic Heavy Machinery 'A'
BEIJING DAHAO TECH.'A',CN:BJD,4/22/2015,<1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Beijing Dahao Technology 'A'
BEIJING HOMYEAR RLST.'A',CN:IMS,6/28/2000,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Beijing Homyear Real Estate 'A'
BEIJING JINGYUNTONG TECH.'A',CN:BQA,9/8/2011,4Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Beijing Jingyuntong Technology 'A'
BEIJING TIANTAN BIOLOGICAL PRDS.'A',CN:BTB,6/16/1998,17Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Beijing Tiantan Biological Products 'A'
BEIQI FOTON MOTOR 'A',CN:BAF,6/2/1998,17Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Beiqi Foton Motor 'A'
BRIGHT DAIRY & FOOD 'A',CN:BDF,8/28/2002,13Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Bright Dairy and Food 'A'
CAMEL GROUP 'A',CN:CGR,6/2/2011,4Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Camel Group 'A'
CCS SUPPLY CHAIN MAN.'A',CN:SJE,7/3/1998,17Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,CCS Supply Chain Management 'A'
CHIFENG JILONG GDMNG.'A',CN:GBL,4/14/2004,12Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Chifeng Jilong Gold Mining 'A'
CHINA AEROSPACE TIMES ELTN.'A',CN:WCC,11/15/1995,20Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,China Aerospace Times Electronics 'A'
CHINA CYTS TOURS HLDG. 'A',CN:CTT,12/3/1997,18Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,China Cyts Tours Holding 'A'
CHINA MEHECO 'A',CN:CTR,5/15/1997,18Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,China Meheco 'A'
CHINA NATIONAL SOFTWARE & SERVICE 'A',CN:CSN,5/17/2002,13Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,China National Software and Service 'A'
CHINA RES.DBLE.-CRANE PHARM.'A',CN:BJP,5/22/1997,18Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,China Resources Double-Crane Pharmaceutical 'A'
CHINA WLD.TRD.CENTER 'A',CN:CWT,3/12/1999,17Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,China World Trade Center 'A'
CHONGQING DIMA IND.'A',CN:COD,7/23/2002,13Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Chongqing Dima Industry 'A'
CHONGQING GAS GP.'A',CN:CGG,9/30/2014,1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Chongqing Gas Group 'A'
COSCO SHIP. 'A',CN:COS,4/18/2002,14Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Cosco Shipping 'A'
DATANG TELECOM 'A',CN:DTE,10/21/1998,17Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Datang Telecom 'A'
DAZHONG TRSP.(GROUP) 'A',CN:SDT,8/7/1992,23Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Dazhong Transportation (Group) 'A'
DELUXE FAMILY 'A',CN:WSC,7/9/2002,13Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Deluxe Family 'A'
EASTERN DRIVING SCHL.,CN:EPD,2/5/2016,<1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Eastern Driving School
EASTERN GOLD JADE 'A',CN:HDC,6/6/1997,18Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Eastern Gold Jade 'A'
ENN ECOLOGICAL HOLDINGS 'A',CN:HWI,1/3/1994,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,ENN Ecological Holdings 'A'
FANGDA CBN.NEW MRA. 'A',CN:LHN,8/30/2002,13Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Fangda Carbon New Material 'A'
FAR EAST SMARTER EN.'A',CN:KGL,2/6/1995,21Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Far East Smarter Energy 'A'
FORTUNE NG FUNG FOOD (HEBEI) 'A',CN:FOR,7/13/2004,11Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Fortune NG Fung Food (Hebei) 'A'
FUJIAN LONGKING 'A',CN:FJL,12/29/2000,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Fujian Longking 'A'
GAN JIU STL.GP.HONGXING IOSTL.'A',CN:GSJ,12/20/2000,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Gan JIU Steel Group Hongxing Iron and Steel 'A'
GLARUN TECHNOLOGY 'A',CN:JGA,1/28/2003,13Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Glarun Technology 'A'
GREATTOWN HOLDINGS 'A',CN:SGW,7/3/1997,18Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Greattown Holdings 'A'
GUANGDONG ELLINGTON ELECTRONICS TECH.'A',CN:GEL,7/1/2014,1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Guangdong Ellington Electronics Technology 'A'
GUANGDONG GUANHAO HIGH TECH 'A',CN:GHT,6/19/2003,12Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Guangdong Guanhao High Technology 'A'
GUANGDONG YIHUA TIMBER INDUSTRY 'A',CN:GYT,8/24/2004,11Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Guangdong Yihua Timber Industry 'A'
GUANGXI WUZHOU ZHONGHENG 'A',CN:GWZ,11/30/2000,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Guangxi Wuzhou Zhongheng 'A'
GUANGZHOU BAIYUN INTL. ARPT. 'A',CN:GBI,4/28/2003,12Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Guangzhou Baiyun International Airport 'A'
GUANGZHOU DONGHUA 'A',CN:GZD,3/19/2001,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Guangzhou Donghua 'A'
GUANGZHOU GUANGRI STOCK 'A',CN:GIS,3/28/1996,20Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Guangzhou Guangri Stock 'A'
GUIRENNIAO 'A',CN:GNO,1/24/2014,2Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Guirenniao 'A'
GUIZHOU PANJIANG COAL 'A',CN:GPC,5/31/2001,14Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Guizhou Panjiang Coal 'A'
GUIZHOU YIBAI PHARM. 'A',CN:GYP,3/23/2004,12Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Guizhou Yibai Pharmaceutical 'A'
HANGZHOU 1ST.PV MRA.'A',CN:FPM,9/5/2014,1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Hangzhou First PV Material 'A'
HANGZHOU IRON & STL. 'A',CN:HIC,8/6/1998,17Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Hangzhou Iron and Steel 'A'
HAREON SOLAR TECH.'A',CN:JET,9/24/2003,12Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Hareon Solar Technology 'A'
HEILONGJIANG ZBD PHARM. 'A',CN:HZP,4/24/2015,<1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Heilongjiang ZBD Pharmaceutical 'A'
HENAN DAYOU ENERGY 'A',CN:NXT,10/9/2003,12Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Henan Dayou Energy 'A'
HENAN HUANGHE WHIRLWIND 'A',CN:HHX,11/26/1998,17Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Henan Huanghe Whirlwind 'A'
HENAN THINKER ATEQ.'A',CN:TAE,12/24/2015,<1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Henan Thinker Ateq 'A'
HONGFA TECHNOLOGY 'A',CN:WTT,2/5/1996,20Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Hongfa Technology 'A'
HUADIAN HEAVY INDS.'A',CN:KJH,12/11/2014,1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Huadian Heavy Industries 'A'
HUAFA INDUSTRIAL ZHUHAI 'A',CN:ZHD,2/25/2004,12Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Huafa Industrial Zhuhai 'A'
HUNAN CORUN NEW ENERGY 'A',CN:CYR,9/18/2003,12Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Hunan Corun New Energy 'A'
INNER MONGOLIA JINYU 'A',CN:IMJ,1/15/1999,17Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Inner Mongolia Jinyu 'A'
INNER MONGOLIA YILI EN. 'A',CN:IMY,7/25/2000,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Inner Mongolia Yili Energy 'A'
JANGHO GROUP 'A',CN:WLL,8/18/2011,4Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Jangho Group 'A'
JI LIN JI EN NICKEL IND. 'A',CN:JKI,9/5/2003,12Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Ji Lines Ji En Nickel Industry 'A'
JIANGSU HONGDOU IND.'A',CN:JSH,1/8/2001,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Jiangsu Hongdou Industry 'A'
JIANGSU KINGS LUCK BRJST.'A',CN:KLB,7/3/2014,1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Jiangsu Kings Luck BRJST 'A'
JIANGSU LINYANG ELTN.'A',CN:JLE,8/8/2011,4Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Jiangsu Linyang Electronics 'A'
JIANGSU WUZHONG INDL.'A',CN:JWI,4/1/1999,17Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Jiangsu Wuzhong Industrial 'A'
JIANGXI HONGDU AVIATION 'A',CN:JHA,12/15/2000,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Jiangxi Hongdu Aviation 'A'
JISHI MEDIA 'A',CN:JMD,2/23/2012,4Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Jishi Media 'A'
JOINCARE PHARM.GP.IND. 'A',CN:TTP,6/8/2001,14Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Joincare Pharmaceutical Group Industry 'A'
KEDA GROUP 'A',CN:KED,4/26/2004,11Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Keda Group 'A'
KINGCLEAN ELEC.'A',CN:KCE,5/13/2015,<1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Kingclean Electric 'A'
KINGFA SCI.& TECH.'A',CN:GUK,6/23/2004,11Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Kingfa Science and Technology 'A'
LANZHOU LS HVY.EQU.'A',CN:LSH,10/9/2014,1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Lanzhou LS Heavy Equipment 'A'
LAO FENG XIANG 'A',CN:CFP,8/14/1992,23Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,LAO Feng Xiang 'A'
LBX PHMCY.CHAIN 'A',CN:LBX,4/23/2015,<1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,LBX Pharmacy Chain 'A'
LIAONING HONGYANG EN. RSO.INVT. 'A',CN:LNJ,10/29/1996,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Liaoning Hongyang Energy Resource Invest 'A'
LIFAN INDUSTRY (GP.) 'A',CN:LFI,11/25/2010,5Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Lifan Industry (Group) 'A'
LONCIN MOTOR 'A',CN:LCN,8/10/2012,3Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Loncin Motor 'A'
MAANSHAN IRON & STL. 'A',CN:MIS,1/6/1994,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Maanshan Iron and Steel 'A'
MEIDU ENERGY 'A',CN:HAB,4/8/1999,17Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Meidu Energy 'A'
MINMETALS DEV.'A',CN:MNM,5/28/1997,18Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Minmetals Development 'A'
NANJING GAOKE 'A',CN:NJX,5/6/1997,18Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Nanjing Gaoke 'A'
NEWAY VALVE SUZHOU 'A',CN:NVS,1/17/2014,2Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Neway Valve Suzhou 'A'
NINGBO SANXING ELEC.'A',CN:NNB,6/15/2011,4Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Ningbo Sanxing Electric 'A'
NINGBO TUOPU GP.'A',CN:NTG,3/19/2015,1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Ningbo Tuopu Group 'A'
NORTH NAVIGATION CONTROL TECHNOLOGY 'A',CN:BNP,7/4/2003,12Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,North Navigation Control Technology 'A'
PCI SUNTEK TECH.'A',CN:LIN,7/16/1996,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,PCI Suntek Technology 'A'
PENGXIN INTL.MINING 'A',CN:NIC,6/26/2003,12Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Pengxin International Mining 'A'
RIZHAO PORT 'A',CN:RZO,10/17/2006,9Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Rizhao Port 'A'
SDIC XINJI ENERGY 'A',CN:RGY,12/19/2007,8Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Sdic Xinji Energy 'A'
SHAANXI AEROSPACE POWER HIGH TECH. 'A',CN:SAP,4/8/2003,13Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shaanxi Aerospace Power High Technology 'A'
SHAI.AEROS.AUTOS.ELEC. 'A',CN:SAA,6/5/1998,17Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Aerospace Automobiles Electric 'A'
SHAI.DINGLI TECH.DEV. (GROUP) 'A',CN:SRB,8/28/1992,23Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Dingli Technology Development (Group) 'A'
SHAI.FEILO ACOUSTICS 'A',CN:SFA,1/2/1991,25Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Feilo Acoustics 'A'
SHAI.JNJNG.INTL.INDL. INV.'A',CN:SNJ,6/7/1993,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Jin Jiang International Industrial Investment 'A'
SHAI.POTEVIO 'A',CN:STE,10/18/1993,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Potevio 'A'
SHAI.QIANGSHENG HLDG.'A',CN:SQT,6/14/1993,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Qiangsheng Holding 'A'
SHAI.U9 GAME 'A',CN:SAE,1/2/1991,25Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai U9 Game 'A'
SHAI.YUYUAN TOUR.MART 'A',CN:SYT,9/2/1992,23Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Yuyuan Tourist Mart 'A'
SHAI.ZHENHUA HEAVY IND. 'A',CN:SZM,12/21/2000,15Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Zhenhua Heavy Industry 'A'
SHANGHAI AJ 'A',CN:SAC,4/26/1993,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai AJ 'A'
SHANGHAI DAZHONG PUB. UTILS.(GP.) 'A',CN:SPQ,3/4/1993,23Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Dazhong Public Utilities (Group) 'A'
SHANGHAI ERFANGJI 'A',CN:SEC,4/10/1992,24Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Erfangji 'A'
SHANGHAI HILE BTEC.'A',CN:HIB,5/15/2015,<1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Hile Btec 'A'
SHANGHAI INDL.DEV.'A',CN:PUD,9/25/1996,19Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Industrial Development 'A'
SHANGHAI JINQIAO EXPT. PROC.ZONE DEV. 'A',CN:SJF,3/26/1993,23Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Jinqiao Export Processing Zone Development 'A'
SHANGHAI M&G STNERY.'A',CN:SMG,1/27/2015,1Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai M&G Stationery 'A'
SHANGHAI MECH.& ELECT. IND. 'A',CN:SSA,2/24/1994,22Y,Equities,Shanghai,China,Chinese Yuan Renminbi,Equity,Shanghai Mechanical and Electrical Industry 'A'
