,CCY,DSCD,EXMNEM,GEOG,GEOGC,IBTKR,INDC,INDG,INDM,INDX,INDXEG,INDXFS,INDXL,INDXS,ISIN,ISINID,LOC,MNEM,NAME,SECD,SYMBOL,TYPE
269,CH,255181,SHG,051,CH,@:@555,BMATS,030,Building Mat.& Fix.,TOTMKCA,CNSTMCH,CNSTMCH,CHSASHR,BMATSCH,CNE0000015Q6,P,CH600318,CN:ACC,ANHUI XINLI FINANCE 'A' SUSP - SUSP.24/03/16,6304762,255181,EQ
270,CH,257185,SHG,051,CH,@:@527,CHEMS,092,Commodity Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHSASHR,CHEMSCH,CNE0000017J7,P,CH600319,CN:WFY,WEIFANG YAXING CHM. 'A' SUSP - SUSP.18/03/16,6328643,257185,EQ
271,CH,13117E,SHG,051,CH,@:@5SAM1,COMMV,117,"Comm. Vehicles,Trucks",TOTMKCA,INDGSCH,INDENCH,CHSASHR,COMMVCH,CNE000001683,P,CH600320,CN:SZM,SHAI.ZHENHUA HEAVY IND. 'A',6313854,13117E,EQ
272,CH,264001,SHG,051,CH,@:@524,BMATS,030,Building Mat.& Fix.,TOTMKCA,CNSTMCH,CNSTMCH,CHSASHR,BMATSCH,CNE0000017R0,P,CH600321,CN:SCG,SICHUAN GUODONG CON. 'A',6338578,264001,EQ
273,CH,14542C,SHG,051,CH,@:@619,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHSASHR,RLDEVCH,CNE0000018Z1,P,CH600322,CN:TRD,TIANJIN REALITY DEV. 'A',6404123,14542C,EQ
274,CH,13267X,SHG,051,CH,@:@767,WATER,144,Water,TOTMKCA,UTILSCH,NA,CHSASHR,NA,CNE000001675,P,CH600323,CN:NHD,GRANDBLUE ENVM.'A',6312022,13267X,EQ
275,CH,28538T,SHG,051,CH,@:@J7D,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHSASHR,RLDEVCH,CNE000001GR5,P,CH600325,CN:ZHD,HUAFA INDUSTRIAL ZHUHAI 'A',6742243,28538T,EQ
276,CH,13400H,SHG,051,CH,@:@840,HVYCN,039,Heavy Construction,TOTMKCA,CNSTMCH,CNSTMCH,CHSASHR,HVYCNCH,CNE0000016T8,P,CH600326,CN:TTC,TIBET TIANLU 'A',6316091,13400H,EQ
277,CH,25712P,SHG,051,CH,@:@564,BDRET,087,Broadline Retailers,TOTMKCA,RTAILCH,NA,CHSASHR,NA,CNE000001BP0,P,CH600327,CN:WXC,WUXI COML.MANSION GRAND ORIENT 'A',6534279,25712P,EQ
278,CH,13052H,SHG,051,CH,@:@903,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHSASHR,CHMSPCH,CNE000001618,P,CH600328,CN:ILT,INNER MONGOLIA LANTAI 'A',6311728,13052H,EQ
279,CH,264740,SHG,051,CH,@:@52M,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHSASHR,PHRMCCH,CNE000001808,P,CH600329,CN:TZP,TIANJIN ZHONGXIN PHARM. 'A',6218733,264740,EQ
280,CH,13409R,SHG,051,CH,@:@862,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHSASHR,ELEQPCH,CNE0000016W2,P,CH600330,CN:ZTE,TDG HOLDING 'A',6316433,13409R,EQ
281,CH,15105K,SHG,051,CH,@:@707,NOFMS,054,Nonferrous Metals,TOTMKCA,BRESRCH,INDMTCH,CHSASHR,NOFMSCH,CNE0000019F1,P,CH600331,CN:SCI,SICHUAN HONGDA 'A',6425908,15105K,EQ
282,CH,13402D,SHG,051,CH,@:@JUZ,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHSASHR,PHRMCCH,CNE000001733,P,CH600332,CN:GZP,GUANGZHOU BAIYUNSHAN PHARM.HDG.'A',6317179,13402D,EQ
283,CH,255797,SHG,051,CH,@:@558,CHEMS,092,Commodity Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHSASHR,CHEMSCH,CNE0000015W4,P,CH600333,CN:CCG,CHANGCHUN GAS 'A' SUSP - SUSP.01/04/16,6306575,255797,EQ
284,CH,256954,SHG,051,CH,@:@593,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHSASHR,IMACHCH,CNE0000017D0,P,CH600335,CN:CCI,SINOMACH AUTOMOBILE 'A',6321794,256954,EQ
285,CH,13253W,SHG,051,CH,@:@947,DURHP,059,Dur. Household Prod.,TOTMKCA,PERHHCH,NA,CHSASHR,NA,CNE0000016C4,P,CH600336,CN:QAC,AUCMA 'A',6314459,13253W,EQ
286,CH,289756,SHG,051,CH,@:@597,FURNS,060,Furnishings,TOTMKCA,PERHHCH,NA,CHSASHR,NA,CNE0000015M5,P,CH600337,CN:MIF,MARKOR INTL.FRTR. 'A',6301280,289756,EQ
287,CH,13268C,SHG,051,CH,@:@844,NOFMS,054,Nonferrous Metals,TOTMKCA,BRESRCH,INDMTCH,CHSASHR,NOFMSCH,CNE0000016D2,P,CH600338,CN:TBS,TIBET SUMMIT IND.'A',6314404,13268C,EQ
288,CH,13117F,SHG,051,CH,@:@628,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHSASHR,CHMSPCH,CNE000001642,P,CH600339,CN:XDT,XJG.DUSHANZI TIANLI HI.& NEW TECH.CTD.PRC 'A',6312947,13117F,EQ
289,CH,28257W,SHG,051,CH,@:@Z5K,BMATS,030,Building Mat.& Fix.,TOTMKCA,CNSTMCH,CNSTMCH,CHSASHR,BMATSCH,CNE000001GG8,P,CH600340,CN:CFL,CHINA FORTUNE LD.DEV.'A',6727604,28257W,EQ
290,CH,26953X,SHG,051,CH,@:@16A,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHSASHR,IMACHCH,CNE000001DT8,P,CH600343,CN:SAP,SHAANXI AEROSPACE POWER HIGH TECH. 'A',6603890,26953X,EQ
291,CH,297780,SHG,051,CH,@:@940,TELEQ,126,Telecom. Equipment,TOTMKCA,TECNOCH,TECHDCH,CHSASHR,TELEQCH,CNE000001659,P,CH600345,CN:WYC,WUHAN YANGTZE COMM. 'A',6312936,297780,EQ
292,CH,14445N,SHG,051,CH,@:@529,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHSASHR,IMACHCH,CNE0000018V0,P,CH600346,CN:DBR,DALIAN RUB.& PLSTC.MCH. 'A',6422879,14445N,EQ
293,CH,27394U,SHG,051,CH,@:@31G,COALM,049,Coal,TOTMKCA,BRESRCH,MNINGCH,CHSASHR,COALMCH,CNE000001FP1,P,CH600348,CN:SUE,YANGQUAN COAL IND.(GP.) 'A',6680729,27394U,EQ
294,CH,15330E,SHG,051,CH,@:@07Q,TRNSV,064,Transport Services,TOTMKCA,INDGSCH,INDTRCH,CHSASHR,TRNSVCH,CNE0000019Y2,P,CH600350,CN:GIA,SHANDONG HI-SPEED 'A',6517021,15330E,EQ
295,CH,26263P,SHG,051,CH,@:@589,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHSASHR,PHRMCCH,CNE000001CM5,P,CH600351,CN:YAP,YABAO PHARM.GROUP 'A',6545981,26263P,EQ
296,CH,27337L,SHG,051,CH,@:@42M,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHSASHR,CHMSPCH,CNE000001FJ4,P,CH600352,CN:ZLG,ZHEJIANG LONGSHENG GP. 'A',6673280,27337L,EQ
297,CH,26533V,SHG,051,CH,@:@734,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHSASHR,ELEQPCH,CNE000001D49,P,CH600353,CN:CXE,CHENGDU XUGUANG ELTN.'A',6564889,26533V,EQ
298,CH,28342V,SHG,051,CH,@:@Z6D,FMFSH,035,Farm Fish Plantation,TOTMKCA,FDBEVCH,NA,CHSASHR,NA,CNE000001GJ2,P,CH600354,CN:GDS,GANSU DUNHUANG SEEDS 'A',6731735,28342V,EQ
299,CH,25623Q,SHG,051,CH,@:@535,TELEQ,126,Telecom. Equipment,TOTMKCA,TECNOCH,TECHDCH,CHSASHR,TELEQCH,CNE000001BK1,P,CH600355,CN:WJE,ROUTON ELECTRONIC 'A',6532154,25623Q,EQ
300,CH,256717,SHG,051,CH,@:@622,PAPER,082,Paper,TOTMKCA,BRESRCH,NA,CHSASHR,NA,CNE0000016M3,P,CH600356,CN:MHP,MUDANJIANG HENGFENG PAPR 'A',6315429,256717,EQ
301,CH,265199,SHG,051,CH,@:@521,TRAVL,094,Travel & Tourism,TOTMKCA,TRLESCH,TRLESCH,CHSASHR,TRAVLCH,CNE0000014T3,P,CH600358,CN:UTC,CHINA UNITED TRAVEL 'A' SUSP - SUSP.05/04/16,6287465,265199,EQ
302,CH,691462,SHG,051,CH,@:@838,FMFSH,035,Farm Fish Plantation,TOTMKCA,FDBEVCH,NA,CHSASHR,NA,CNE000000YW0,P,CH600359,CN:XTA,XINJIANG TALIMU AGRIC. DEV. 'A',6149662,691462,EQ
303,CH,257098,SHG,051,CH,@:@679,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHSASHR,ELEQPCH,CNE0000017L3,P,CH600360,CN:JSM,JILIN SINO MICROEL. 'A',6329141,257098,EQ
304,CH,14839N,SHG,051,CH,@:@658,FDRET,088,"Food Retail,Wholesale",TOTMKCA,RTAILCH,FDRGRCH,CHSASHR,FDRETCH,CNE000001980,P,CH600361,CN:BHC,BEIJING HUALIAN HYPERMARKET 'A',6424574,14839N,EQ
305,CH,149299,SHG,051,CH,@:@JC1,NOFMS,054,Nonferrous Metals,TOTMKCA,BRESRCH,INDMTCH,CHSASHR,NOFMSCH,CNE0000019P0,P,CH600362,CN:JCC,JIANGXI CPR. 'A',6434551,149299,EQ
306,CH,257239,SHG,051,CH,@:@640,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHSASHR,ELEQPCH,CNE0000017P4,P,CH600363,CN:JLP,JIANGXI LIANCHUANG OPTOELECTRONIC SCTC.'A',6336646,257239,EQ
307,CH,13360K,SHG,051,CH,@:@829,DISTV,068,Distillers & Vintners,TOTMKCA,FDBEVCH,BEVESCH,CHSASHR,DISTVCH,CNE0000016K7,P,CH600365,CN:TGW,TONGHUA GRAPE WINE 'A',6314910,13360K,EQ
308,CH,269756,SHG,051,CH,@:@705,INSUP,032,Industrial Suppliers,TOTMKCA,INDGSCH,NA,CHSASHR,NA,CNE000001584,P,CH600366,CN:NIY,NINGBO YUNSHENG 'A',6293280,269756,EQ
309,CH,257131,SHG,051,CH,@:@576,CHEMS,092,Commodity Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHSASHR,CHEMSCH,CNE0000017G3,P,CH600367,CN:GRS,GUIZHOU REDSTAR DEV. 'A',6322407,257131,EQ
310,CH,13052J,SHG,051,CH,@:@922,TRNSV,064,Transport Services,TOTMKCA,INDGSCH,INDTRCH,CHSASHR,TRNSVCH,CNE000001626,P,CH600368,CN:GWC,GUANGXI WUZHOU COMM.'A',6312055,13052J,EQ
311,CH,13268T,SHG,051,CH,@:@625,INVSV,111,Investment Services,TOTMKCA,FINSVCH,FNSVSCH,CHSASHR,INVSVCH,CNE0000016P6,P,CH600369,CN:CCW,SOUTHWEST SECURITIES 'A',6315838,13268T,EQ
312,CH,26852J,SHG,051,CH,@:@983,CLTHG,069,Clothing & Accessory,TOTMKCA,PERHHCH,PERSGCH,CHSASHR,CLTHGCH,CNE000001DM3,P,CH600370,CN:JSI,JIANGSU SANFANGXIANG 'A',6591207,26852J,EQ
313,CH,26195X,SHG,051,CH,@:@665,FMFSH,035,Farm Fish Plantation,TOTMKCA,FDBEVCH,NA,CHSASHR,NA,CNE000001CH5,P,CH600371,CN:RIE,WANXIANG DONEED 'A',6546467,26195X,EQ
314,CH,14301P,SHG,051,CH,@:@538,AUTOS,065,Automobiles,TOTMKCA,AUTMBCH,AUTMBCH,CHSASHR,AUTOSCH,CNE0000018C0,P,CH600372,CN:CAU,CHINA AVIC AVIONICS EQU. 'A',6371896,14301P,EQ
315,CH,15245M,SHG,051,CH,@:@651,PUBLS,084,Publishing,TOTMKCA,NA,NA,CHSASHR,NA,CNE0000019X4,P,CH600373,CN:JXI,CHINESE UNV.PBL.& MDA. 'A',6451226,15245M,EQ
316,CH,26931N,SHG,051,CH,@:@53M,COMMV,117,"Comm. Vehicles,Trucks",TOTMKCA,INDGSCH,INDENCH,CHSASHR,COMMVCH,CNE000001DS0,P,CH600375,CN:AXA,ANHUI XINGMA AUTMB. 'A',6605153,26931N,EQ
317,CH,256994,SHG,051,CH,@:@674,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHSASHR,RLDEVCH,CNE000001782,P,CH600376,CN:BJT,BEIJING CAPITAL DEV.'A',6320887,256994,EQ
318,CH,256897,SHG,051,CH,@:@NVQ,TRNSV,064,Transport Services,TOTMKCA,INDGSCH,INDTRCH,CHSASHR,TRNSVCH,CNE0000016S0,P,CH600377,CN:JEX,JIANGSU EXPRESSWAY 'A',6316057,256897,EQ
319,CH,13298J,SHG,051,CH,@:@934,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHSASHR,CHMSPCH,CNE0000016V4,P,CH600378,CN:STS,SICHUAN TIANYI SCI. & TECH. 'A',6315894,13298J,EQ
320,CH,15110K,SHG,051,CH,@:@982,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHSASHR,ELEQPCH,CNE0000019Q8,P,CH600379,CN:SBV,SHAANXI BAOGUANG VACUUM ELT.APP.'A',6439374,15110K,EQ
321,CH,265255,SHG,051,CH,@:@871,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHSASHR,PHRMCCH,CNE000001816,P,CH600380,CN:TTP,JOINCARE PHARM.GP.IND. 'A',6352318,265255,EQ
322,CH,263096,SHG,051,CH,@:@730,COALM,049,Coal,TOTMKCA,BRESRCH,MNINGCH,CHSASHR,COALMCH,CNE0000017W0,P,CH600381,CN:QHB,QINGHAI SPG.MDCN.RES. TECH.'A',6352222,263096,EQ
323,CH,13409T,SHG,051,CH,@:@676,INSUP,032,Industrial Suppliers,TOTMKCA,INDGSCH,NA,CHSASHR,NA,CNE0000016Z5,P,CH600382,CN:GMB,GUANGDONG MINGZHU GP.'A',6317362,13409T,EQ
324,CH,257303,SHG,051,CH,@:@637,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHSASHR,RLDEVCH,CNE000001790,P,CH600383,CN:GFI,GEMDALE 'A',6320973,257303,EQ
325,CH,14361W,SHG,051,CH,@:@762,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHSASHR,PHRMCCH,CNE0000018K3,P,CH600385,CN:JTG,SHANDONG JINTAI GROUP 'A',6379458,14361W,EQ
326,CH,256479,SHG,051,CH,@:@764,TRAVL,094,Travel & Tourism,TOTMKCA,TRLESCH,TRLESCH,CHSASHR,TRAVLCH,CNE000001709,P,CH600386,CN:BBC,BEIJING BASHI MEDIA 'A',6317306,256479,EQ
327,CH,28515L,SHG,051,CH,@:@Z4V,OILEP,050,Exploration & Prod.,TOTMKCA,OILGSCH,OILGPCH,CHSASHR,OILEPCH,CNE000001GP9,P,CH600387,CN:ZAI,ZHEJIANG HAIYUE 'A',6741370,28515L,EQ
328,CH,13253X,SHG,051,CH,@:@984,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHSASHR,IMACHCH,CNE0000016G5,P,CH600388,CN:FJL,FUJIAN LONGKING 'A',6314705,13253X,EQ
329,CH,13285C,SHG,051,CH,@:@813,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHSASHR,CHMSPCH,CNE0000016X0,P,CH600389,CN:NJA,NANTONG JIANGSHN AGROCHM 'A',6316734,13285C,EQ
330,CH,13360L,SHG,051,CH,@:@916,CHEMS,092,Commodity Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHSASHR,CHEMSCH,CNE0000016N1,P,CH600390,CN:KNM,KINGRAY NEW MRA.SCTC.'A' SUSP - SUSP.04/02/16,6315689,13360L,EQ
331,CH,15105J,SHG,051,CH,@:@681,AEROS,098,Aerospace,TOTMKCA,INDGSCH,NA,CHSASHR,NA,CNE0000019D6,P,CH600391,CN:AST,SICHUAN CHENGFA AERO- SCI.&TECH.'A',6426859,15105J,EQ
332,CH,27079X,SHG,051,CH,@:@64M,CMPSV,150,Computer Services,TOTMKCA,TECNOCH,SFTCSCH,CHSASHR,CMPSVCH,CNE000001DZ5,P,CH600392,CN:TLT,SHENGHE RESOURCES HDG. 'A',6622293,27079X,EQ
333,CH,257120,SHG,051,CH,@:@544,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHSASHR,RLDEVCH,CNE0000017S8,P,CH600393,CN:GZD,GUANGZHOU DONGHUA 'A',6338244,257120,EQ
334,CH,264637,SHG,051,CH,@:@574,COALM,049,Coal,TOTMKCA,BRESRCH,MNINGCH,CHSASHR,COALMCH,CNE0000017V2,P,CH600395,CN:GPC,GUIZHOU PANJIANG COAL 'A',6345040,264637,EQ
335,CH,257212,SHG,051,CH,@:@600,CNVEL,169,Con. Electricity,TOTMKCA,UTILSCH,ELECTCH,CHSASHR,CNVELCH,CNE0000017N9,P,CH600396,CN:SYJ,SHENYANG JINSHAN EN. 'A',6336204,257212,EQ
336,CH,25746M,SHG,051,CH,@:@972,COALM,049,Coal,TOTMKCA,BRESRCH,MNINGCH,CHSASHR,COALMCH,CNE000001BR6,P,CH600397,CN:ANY,ANYUAN COAL IND.GP.'A',6534796,25746M,EQ
337,CH,13254C,SHG,051,CH,@:@552,CLTHG,069,Clothing & Accessory,TOTMKCA,PERHHCH,PERSGCH,CHSASHR,CLTHGCH,CNE0000016H3,P,CH600398,CN:AOD,HEILAN HOME 'A',6314589,13254C,EQ
338,CH,13254D,SHG,051,CH,@:@880,STEEL,056,Iron & Steel,TOTMKCA,BRESRCH,INDMTCH,CHSASHR,STEELCH,CNE0000016F7,P,CH600399,CN:FSS,FUSHUN SPECIAL STEEL 'A',6314794,13254D,EQ
339,CH,13268U,SHG,051,CH,@:@571,CLTHG,069,Clothing & Accessory,TOTMKCA,PERHHCH,PERSGCH,CHSASHR,CLTHGCH,CNE0000016Q4,P,CH600400,CN:JSH,JIANGSU HONGDOU IND.'A',6315645,13268U,EQ
340,CH,27637V,SHG,051,CH,@:@75J,RENEE,074,Renewable Energy Eq.,TOTMKCA,OILGSCH,ALTENCH,CHSASHR,RENEECH,CNE000001FZ0,P,CH600401,CN:JET,HAREON SOLAR TECH.'A',6691798,27637V,EQ
341,CH,27707K,SHG,051,CH,@:@L01,SOFTW,058,Software,TOTMKCA,TECNOCH,SFTCSCH,CHSASHR,NA,CNE000001G12,P,CH600403,CN:NXT,HENAN DAYOU ENERGY 'A',6693114,27707K,EQ
342,CH,28756P,SHG,051,CH,@:@G51,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHSASHR,ELEQPCH,CNE000001H37,P,CH600405,CN:BJN,BEIJING DYNAMIC POWER CO. 'A',B00LM84,28756P,EQ
343,CH,27855E,SHG,051,CH,@:@72Z,ELETR,057,Electronic Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHSASHR,NA,CNE000001G38,P,CH600406,CN:NAR,NARI TECH.DEV. 'A',6695228,27855E,EQ
344,CH,26793R,SHG,051,CH,@:@948,STEEL,056,Iron & Steel,TOTMKCA,BRESRCH,INDMTCH,CHSASHR,STEELCH,CNE000001DH3,P,CH600408,CN:AHX,SHANXI ANTAI GROUP 'A',6587091,26793R,EQ
345,CH,27153P,SHG,051,CH,@:@59Z,CHEMS,092,Commodity Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHSASHR,CHEMSCH,CNE000001F39,P,CH600409,CN:TSC,TANGSHAN SANYOU CHM. INDS. 'A',6623694,27153P,EQ
346,CH,28885N,SHG,051,CH,@:@72R,CMPSV,150,Computer Services,TOTMKCA,TECNOCH,SFTCSCH,CHSASHR,CMPSVCH,CNE000001HG6,P,CH600410,CN:BTT,BEIJING TEAMSUN TECH. 'A',B00X6G6,28885N,EQ
347,CH,15496P,SHG,051,CH,@:@732,BDRET,087,Broadline Retailers,TOTMKCA,RTAILCH,NA,CHSASHR,NA,CNE000001BC8,P,CH600415,CN:ZCC,ZHEJIANG CHINA COMD.CTY. GP.'A',6529532,15496P,EQ
348,CH,26027M,SHG,051,CH,@:@603,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHSASHR,IMACHCH,CNE000001BY2,P,CH600416,CN:XEL,XIANGTAN ELEC.MNFG. 'A',6537494,26027M,EQ
349,CH,14461K,SHG,051,CH,@:@717,AUTOS,065,Automobiles,TOTMKCA,AUTMBCH,AUTMBCH,CHSASHR,AUTOSCH,CNE0000018M9,P,CH600418,CN:AJA,ANHUI JIANGHUAI AUTOMOBILE 'A',6389071,14461K,EQ
350,CH,267018,SHG,051,CH,@:@669,PAPER,082,Paper,TOTMKCA,BRESRCH,NA,CHSASHR,NA,CNE000001881,P,CH600419,CN:XIG,XINJIANG TIANRUN DAIRY 'A',6371250,267018,EQ
351,CH,29084X,SHG,051,CH,@:@36R,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHSASHR,PHRMCCH,CNE000001JG2,P,CH600420,CN:SNG,SHANGHAI SHYNDEC PHARM. 'A',B01HLG2,29084X,EQ
352,CH,29047P,SHG,051,CH,@:@39Y,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHSASHR,PHRMCCH,CNE000001HY9,P,CH600421,CN:WSB,HUBEI YANGFAN HOLDING 'A',B01C264,29047P,EQ
353,CH,255182,SHG,051,CH,@:@923,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHSASHR,PHRMCCH,CNE0000015P8,P,CH600422,CN:KPC,KUNMING PHARMACEUTICAL 'A',6304416,255182,EQ
354,CH,27290L,SHG,051,CH,@:@57Z,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHSASHR,CHMSPCH,CNE000001FC9,P,CH600423,CN:LCI,LIUZHOU CHEMICAL IND. 'A',6663128,27290L,EQ
355,CH,27312J,SHG,051,CH,@:@43M,BMATS,030,Building Mat.& Fix.,TOTMKCA,CNSTMCH,CNSTMCH,CHSASHR,BMATSCH,CNE000001FF2,P,CH600425,CN:XQC,XINJIANG QINGSONG BLDG. MATS.& CHM.'A',6663203,27312J,EQ
356,CH,25696U,SHG,051,CH,@:@598,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHSASHR,CHMSPCH,CNE000001BM7,P,CH600426,CN:SUH,SHANDONG HUALU HENGSHENG CHM. 'A',6532897,25696U,EQ
357,CH,15424H,SHG,051,CH,@:@515,MARIN,099,Marine Transportation,TOTMKCA,INDGSCH,INDTRCH,CHSASHR,MARINCH,CNE000001B58,P,CH600428,CN:COS,COSCO SHIP. 'A',6520535,15424H,EQ
358,CH,27585C,SHG,051,CH,@:@74M,FDPRD,071,Food Products,TOTMKCA,FDBEVCH,NA,CHSASHR,NA,CNE000001FX5,P,CH600429,CN:BSF,BEIJING SANYUAN FOODS 'A',6691549,27585C,EQ
359,CH,27506D,SHG,051,CH,@:@55J,NOFMS,054,Nonferrous Metals,TOTMKCA,BRESRCH,INDMTCH,CHSASHR,NOFMSCH,CNE000001FV9,P,CH600432,CN:JKI,JI LIN JI EN NICKEL IND. 'A',6680978,27506D,EQ
360,CH,27158L,SHG,051,CH,@:@GH6,PAPER,082,Paper,TOTMKCA,BRESRCH,NA,CHSASHR,NA,CNE000001F47,P,CH600433,CN:GHT,GUANGDONG GUANHAO HIGH TECH 'A',6623650,27158L,EQ
361,CH,27238N,SHG,051,CH,@:@54M,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHSASHR,IMACHCH,CNE000001F88,P,CH600435,CN:BNP,NORTH NAVIGATION CONTROL TECHNOLOGY 'A',6649946,27238N,EQ
362,CH,27134M,SHG,051,CH,@:@50M,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHSASHR,PHRMCCH,CNE000001F21,P,CH600436,CN:ZPP,ZHANGZHOU PIENTZEHUANG PHARMS.'A',6632162,27134M,EQ
363,CH,28555L,SHG,051,CH,@:@ZX4,FMFSH,035,Farm Fish Plantation,TOTMKCA,FDBEVCH,NA,CHSASHR,NA,CNE000001GS3,P,CH600438,CN:TON,TONGWEI 'A' SUSP - SUSP.04/02/16,6743815,28555L,EQ
364,CH,27259N,SHG,051,CH,@:@56Z,PRSNL,048,Personal Products,TOTMKCA,PERHHCH,PERSGCH,CHSASHR,NA,CNE000001F96,P,CH600439,CN:HNR,HENAN REBECCA HAIR PRDS. 'A',6654661,27259N,EQ
365,CH,28518R,SHG,051,CH,@:@40R,INSUP,032,Industrial Suppliers,TOTMKCA,INDGSCH,NA,CHSASHR,NA,CNE000001GQ7,P,CH600444,CN:AGH,ANHUI GROTONG HI-TECH PIPES INDUSTRY 'A',6741660,28518R,EQ
366,CH,28241Q,SHG,051,CH,@:@J8B,CMPSV,150,Computer Services,TOTMKCA,TECNOCH,SFTCSCH,CHSASHR,CMPSVCH,CNE000001GF0,P,CH600446,CN:SJH,SHENZHEN KINGDOM TECH. 'A',6727079,28241Q,EQ
367,CH,14490R,SHG,051,CH,@:@554,CLTHG,069,Clothing & Accessory,TOTMKCA,PERHHCH,PERSGCH,CHSASHR,CLTHGCH,CNE0000018N7,P,CH600448,CN:HFG,HUAFANG 'A',6397397,14490R,EQ
368,CH,27446K,SHG,051,CH,@:@Z1A,BMATS,030,Building Mat.& Fix.,TOTMKCA,CNSTMCH,CNSTMCH,CHSASHR,BMATSCH,CNE000001FS5,P,CH600449,CN:NAI,NINGXIA BLMS.GP.'A',6678111,27446K,EQ
369,CH,28561W,SHG,051,CH,@:@J3E,CNVEL,169,Con. Electricity,TOTMKCA,UTILSCH,ELECTCH,CHSASHR,CNVELCH,CNE000001GT1,P,CH600452,CN:CFE,CHONGQING FULING ELEC. PWR.INDL.'A',6744205,28561W,EQ
370,CH,28738P,SHG,051,CH,@:@G30,SOFTW,058,Software,TOTMKCA,TECNOCH,SFTCSCH,CHSASHR,NA,CNE000001H29,P,CH600455,CN:BTO,BUT'ONE INFORMATION 'A',B00KG56,28738P,EQ
371,CH,15404X,SHG,051,CH,@:@876,NOFMS,054,Nonferrous Metals,TOTMKCA,BRESRCH,INDMTCH,CHSASHR,NOFMSCH,CNE000001B41,P,CH600456,CN:BTC,BAOJI TITANIUM IND.'A',6527882,15404X,EQ
372,CH,26621K,SHG,051,CH,@:@701,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHSASHR,CHMSPCH,CNE000001D80,P,CH600458,CN:ZTN,ZHUZHOU TIMES NEW MATS. TECH.'A',6571232,26621K,EQ
373,CH,27043V,SHG,051,CH,@:@55M,PLTNM,078,Plat.& Precious Metal,TOTMKCA,BRESRCH,MNINGCH,CHSASHR,NA,CNE000001DY8,P,CH600459,CN:SPM,SINO-PLATINUM METALS 'A',6616456,27043V,EQ
