,CCY,DSCD,EXMNEM,GEOG,GEOGC,IBTKR,INDC,INDG,INDM,INDX,INDXEG,INDXFS,INDXL,INDXS,ISIN,ISINID,LOC,MNEM,NAME,SECD,SYMBOL,TYPE
118,CH,141238,SHE,051,CH,@:@EIV,DURHP,059,Dur. Household Prod.,TOTMKCA,PERHHCH,NA,CHZASHR,NA,CNE000000BT4,P,CH000521,CN:HMC,HEFEI MEILING 'A',6427034,141238,EQ
119,CH,141240,SHE,051,CH,@:@EKZ,NDRHP,062,Nondur.Household Prod,TOTMKCA,PERHHCH,NA,CHZASHR,NA,CNE0000005T1,P,CH000523,CN:LIG,LONKEY INDL.GUANGZHOU 'A',6389554,141240,EQ
120,CH,141241,SHE,051,CH,@:@EHP,HOTEL,080,Hotels,TOTMKCA,TRLESCH,TRLESCH,CHZASHR,HOTELCH,CNE000000651,P,CH000524,CN:GDH,GUANGZHOU LINGNAN GHG. 'A',6389394,141241,EQ
121,CH,141242,SHE,051,CH,@:@EMV,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHMSPCH,CNE0000002Z5,P,CH000525,CN:NTC,NANJING REDSUN 'A',6606424,141242,EQ
122,CH,141243,SHE,051,CH,@:@05K,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHZASHR,RLDEVCH,CNE0000005F0,P,CH000526,CN:XCF,XIAMEN INSIGHT INV.'A',6983945,141243,EQ
123,CH,141213,SHE,051,CH,@:@EHW,COMMV,117,"Comm. Vehicles,Trucks",TOTMKCA,INDGSCH,INDENCH,CHZASHR,COMMVCH,CNE000000DB8,P,CH000528,CN:GLM,GUANGXI LIUGONG MCH.'A',6389316,141213,EQ
124,CH,141355,SHE,051,CH,@:@ELX,FMFSH,035,Farm Fish Plantation,TOTMKCA,FDBEVCH,NA,CHZASHR,NA,CNE0000002B6,P,CH000529,CN:MEI,GUANGDONG GUANGHONG HDG. 'A',6389231,141355,EQ
125,CH,141214,SHE,051,CH,@:@EGX,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHZASHR,IMACHCH,CNE000000DK9,P,CH000530,CN:DRC,DALIAN REFRIGERATOR 'A',6258676,141214,EQ
126,CH,141215,SHE,051,CH,@:@EHQ,ALTEL,096,Alt. Electricity,TOTMKCA,UTILSCH,ELECTCH,CHZASHR,NA,CNE000000DS2,P,CH000531,CN:GHH,GUANGZHOU HENGYUN ENTS. HLDG.'A',6389479,141215,EQ
127,CH,141216,SHE,051,CH,@:@176,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,ELEQPCH,CNE0000002C4,P,CH000532,CN:HUA,LEAGUER STOCK 'A',6427272,141216,EQ
128,CH,141217,SHE,051,CH,@:@EHX,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,ELEQPCH,CNE0000003T6,P,CH000533,CN:GMC,GUANGDONG MACRO 'A',6388636,141217,EQ
129,CH,141218,SHE,051,CH,@:@EOL,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHZASHR,RLDEVCH,CNE0000004T4,P,CH000534,CN:SEP,WEDGE INDUSTRIAL 'A',6780362,141218,EQ
130,CH,141220,SHE,051,CH,@:@ELW,ELETR,057,Electronic Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,NA,CNE0000002D2,P,CH000536,CN:MEG,CPT TECH.(GROUP) 'A',6581736,141220,EQ
131,CH,141221,SHE,051,CH,@:@EVZ,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHZASHR,RLDEVCH,CNE000000271,P,CH000537,CN:TLI,TIANJIN GUANGYU DEV.'A',6902605,141221,EQ
132,CH,141222,SHE,051,CH,@:@EXU,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHZASHR,PHRMCCH,CNE0000008X7,P,CH000538,CN:HPR,YUNNAN BAIYAO GROUP 'A',6984045,141222,EQ
133,CH,141183,SHE,051,CH,@:@GUDM1,ALTEL,096,Alt. Electricity,TOTMKCA,UTILSCH,ELECTCH,CHZASHR,NA,CNE0000006J0,P,CH000539,CN:GEP,GUANGDONG ELEC.PWR.DEV. 'A',6388551,141183,EQ
134,CH,141184,SHE,051,CH,@:@233,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHZASHR,RLDEVCH,CNE000000FL2,P,CH000540,CN:GZG,ZHONGTIAN URBAN DEV.GP. 'A',6997140,141184,EQ
135,CH,141185,SHE,051,CH,@:@EHE,NDRHP,062,Nondur.Household Prod,TOTMKCA,PERHHCH,NA,CHZASHR,NA,CNE000000DN3,P,CH000541,CN:FEL,FOSHAN ELECT.& LTG.'A',6354303,141185,EQ
136,CH,141187,SHE,051,CH,@:@EWF,CNVEL,169,Con. Electricity,TOTMKCA,UTILSCH,ELECTCH,CHZASHR,CNVELCH,CNE000000DF9,P,CH000543,CN:WCL,AN HUI WENERGY 'A',6037756,141187,EQ
137,CH,141188,SHE,051,CH,@:@EXW,MTUTL,091,Multiutilities,TOTMKCA,UTILSCH,NA,CHZASHR,NA,CNE000000F30,P,CH000544,CN:ZHE,ZHONGYUAN ENVM.PROTC. 'A',6993182,141188,EQ
138,CH,141189,SHE,051,CH,@:@EJW,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHZASHR,PHRMCCH,CNE0000002F7,P,CH000545,CN:JIL,JILIN GPRO TTM.IND.'A',6476962,141189,EQ
139,CH,141190,SHE,051,CH,@:@EJX,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHZASHR,RLDEVCH,CNE0000004G1,P,CH000546,CN:JLI,JINYUAN CEMENT 'A',6479240,141190,EQ
140,CH,141191,SHE,051,CH,@:@EHI,TELEQ,126,Telecom. Equipment,TOTMKCA,TECNOCH,TECHDCH,CHZASHR,TELEQCH,CNE000000DM5,P,CH000547,CN:FUA,ADDSINO 'A',6354347,141191,EQ
141,CH,141192,SHE,051,CH,@:@EGO,HVYCN,039,Heavy Construction,TOTMKCA,CNSTMCH,CNSTMCH,CHZASHR,HVYCNCH,CNE000000DT0,P,CH000548,CN:CZE,HUNAN INVESTMENT GP. 'A',6187918,141192,EQ
142,CH,141194,SHE,051,CH,@:@EJQM1,AUTOS,065,Automobiles,TOTMKCA,AUTMBCH,AUTMBCH,CHZASHR,AUTOSCH,CNE000000CV8,P,CH000550,CN:JAU,JIANGLING MOTORS 'A',6475282,141194,EQ
143,CH,141195,SHE,051,CH,@:@EUE,DIVIN,101,Divers. Industrials,TOTMKCA,INDGSCH,GNINDCH,CHZASHR,NA,CNE000000FP3,P,CH000551,CN:SUZ,CREATE TECH.& SCI. 'A',6865872,141195,EQ
144,CH,141196,SHE,051,CH,@:@EHO,COALM,049,Coal,TOTMKCA,BRESRCH,MNINGCH,CHZASHR,COALMCH,CNE000000D40,P,CH000552,CN:GCB,GANSU JINGYUAN COAL IND. & ELEC.PWR.'A',6359751,141196,EQ
145,CH,141197,SHE,051,CH,@:@EJF,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHMSPCH,CNE0000004V0,P,CH000553,CN:HSC,HUBEI SANONDA 'A' SUSP - SUSP.05/08/15,6434250,141197,EQ
146,CH,141198,SHE,051,CH,@:@ETV,OILEP,050,Exploration & Prod.,TOTMKCA,OILGSCH,OILGPCH,CHZASHR,OILEPCH,CNE000000669,P,CH000554,CN:STP,SHANDONG TAISHAN PTL.'A',6780328,141198,EQ
147,CH,141199,SHE,051,CH,@:@EHV,TELEQ,126,Telecom. Equipment,TOTMKCA,TECNOCH,TECHDCH,CHZASHR,TELEQCH,CNE000000FM0,P,CH000555,CN:GKA,DIGITAL CHINA INFO.SER. 'A',6397858,141199,EQ
148,CH,141201,SHE,051,CH,@:@EHS,DISTV,068,Distillers & Vintners,TOTMKCA,FDBEVCH,BEVESCH,CHZASHR,DISTVCH,CNE000000FQ1,P,CH000557,CN:GIC,GUANGXIA (YINCHUAN) IND. 'A',6392897,141201,EQ
149,CH,141202,SHE,051,CH,@:@EOT,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHZASHR,RLDEVCH,CNE0000003V2,P,CH000558,CN:SFC,LANDER SPORTS DEV.'A',6330314,141202,EQ
150,CH,141203,SHE,051,CH,@:@EWD,AUPRT,063,Auto Parts,TOTMKCA,AUTMBCH,AUTMBCH,CHZASHR,NA,CNE000000FB3,P,CH000559,CN:WAN,WANXIANG QIANGCHAO 'A',6932323,141203,EQ
151,CH,141204,SHE,051,CH,@:@EKW,BDRET,087,Broadline Retailers,TOTMKCA,RTAILCH,NA,CHZASHR,NA,CNE000000636,P,CH000560,CN:KUN,KUNMING SINOBRIGHT (GROUP) 'A',6503031,141204,EQ
152,CH,141205,SHE,051,CH,@:@05R,TELEQ,126,Telecom. Equipment,TOTMKCA,TECNOCH,TECHDCH,CHZASHR,TELEQCH,CNE0000005K0,P,CH000561,CN:CLN,SHAANXI FENGHUO ELTN. 'A',6187297,141205,EQ
153,CH,141207,SHE,051,CH,@:@EQB,SPFIN,113,Specialty Finance,TOTMKCA,FINSVCH,FNSVSCH,CHZASHR,NA,CNE0000004F3,P,CH000563,CN:SIT,SHAANXI INTL.TRUST 'A',6780287,141207,EQ
154,CH,141208,SHE,051,CH,@:@EXJ,BDRET,087,Broadline Retailers,TOTMKCA,RTAILCH,NA,CHZASHR,NA,CNE0000003W0,P,CH000564,CN:XMI,XI'AN MINSHENG GP. 'A',6981080,141208,EQ
155,CH,141209,SHE,051,CH,@:@EGH,BMATS,030,Building Mat.& Fix.,TOTMKCA,CNSTMCH,CNSTMCH,CHZASHR,BMATSCH,CNE000000305,P,CH000565,CN:CSP,CHONGQING SANXIA PS. 'A' SUSP - SUSP.29/03/16,6172215,141209,EQ
156,CH,141210,SHE,051,CH,@:@EIO,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHZASHR,PHRMCCH,CNE0000004W8,P,CH000566,CN:HHI,HAINAN HAIYAO 'A',6425113,141210,EQ
157,CH,143813,SHE,051,CH,@:@EQW,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHZASHR,RLDEVCH,CNE0000005V7,P,CH000567,CN:SNH,HAINAN HAIDE IND.'A',6409719,143813,EQ
158,CH,141211,SHE,051,CH,@:@ELP,DISTV,068,Distillers & Vintners,TOTMKCA,FDBEVCH,BEVESCH,CHZASHR,DISTVCH,CNE000000GF2,P,CH000568,CN:LUZ,LUZHOU LAO JIAO 'A',6517485,141211,EQ
159,CH,141177,SHE,051,CH,@:@EFM,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHZASHR,IMACHCH,CNE000000GT3,P,CH000570,CN:CHA,CHANGCHAI 'A',6187316,141177,EQ
160,CH,141178,SHE,051,CH,@:@03B,COALM,049,Coal,TOTMKCA,BRESRCH,MNINGCH,CHZASHR,COALMCH,CNE000000586,P,CH000571,CN:HAI,SUNDIRO HOLDING 'A' SUSP - SUSP.18/01/16,6433581,141178,EQ
161,CH,141179,SHE,051,CH,@:@EIT,AUTOS,065,Automobiles,TOTMKCA,AUTMBCH,AUTMBCH,CHZASHR,AUTOSCH,CNE0000006L6,P,CH000572,CN:HJE,HAIMA AUTOMOBILE GROUP 'A',6425276,141179,EQ
162,CH,141180,SHE,051,CH,@:@06B,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHZASHR,RLDEVCH,CNE0000003D0,P,CH000573,CN:DHI,DONGGUAN WINNERWAY INDL. ZONE 'A',6388391,141180,EQ
163,CH,141181,SHE,051,CH,@:@EKB,PAPER,082,Paper,TOTMKCA,BRESRCH,NA,CHZASHR,NA,CNE0000005H6,P,CH000576,CN:JSC,JIANGMEN SUG.CANE CHM. FAC.(GP.) 'A',6476111,141181,EQ
164,CH,675681,SHE,051,CH,@:@WFUM1,AUPRT,063,Auto Parts,TOTMKCA,AUTMBCH,AUTMBCH,CHZASHR,NA,CNE0000002G5,P,CH000581,CN:WFL,WEIFU HIGH TECH.GP.'A',6129255,675681,EQ
165,CH,865113,SHE,051,CH,@:@392,TRNSV,064,Transport Services,TOTMKCA,INDGSCH,INDTRCH,CHZASHR,TRNSVCH,CNE0000001M5,P,CH000582,CN:BEI,BEIBUWAN PORT 'A' SUSP - SUSP.29/02/16,6072779,865113,EQ
166,CH,865294,SHE,051,CH,@:@263,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHMSPCH,CNE0000001Q6,P,CH000584,CN:CST,JIANGSU YOULI INV.HLDG. 'A',6189691,865294,EQ
167,CH,865293,SHE,051,CH,@:@QYF,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,ELEQPCH,CNE000000677,P,CH000585,CN:NET,NORTHEAST ELECT.DEV. 'A' SUSP - SUSP.23/11/15,6648385,865293,EQ
168,CH,865292,SHE,051,CH,@:@07C,TELEQ,126,Telecom. Equipment,TOTMKCA,TECNOCH,TECHDCH,CHZASHR,TELEQCH,CNE0000000H7,P,CH000586,CN:SCB,SICHUAN HUIYUAN OPTICAL COMM. 'A',6819006,865292,EQ
169,CH,887224,SHE,051,CH,@:@450,FURNS,060,Furnishings,TOTMKCA,PERHHCH,NA,CHZASHR,NA,CNE0000001K9,P,CH000587,CN:GUM,JINZHOU CIHANG GROUP 'A',6419837,887224,EQ
170,CH,865433,SHE,051,CH,@:@378,TYRES,053,Tires,TOTMKCA,AUTMBCH,AUTMBCH,CHZASHR,NA,CNE000000JH2,P,CH000589,CN:GUI,GUI ZHOU TYRE 'A',6387804,865433,EQ
171,CH,865329,SHE,051,CH,@:@240,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHZASHR,PHRMCCH,CNE000000701,P,CH000590,CN:HCH,UNISPLENDOUR GUHAN GP. 'A',6434261,865329,EQ
172,CH,865364,SHE,051,CH,@:@184,DGRET,120,Drug Retailers,TOTMKCA,RTAILCH,FDRGRCH,CHZASHR,NA,CNE0000000K1,P,CH000591,CN:CTC,CECEP_SOLAR_ENERGY 'A',6192893,865364,EQ
173,CH,887214,SHE,051,CH,@:@04T,BMATS,030,Building Mat.& Fix.,TOTMKCA,CNSTMCH,CNSTMCH,CHZASHR,BMATSCH,CNE0000009F2,P,CH000592,CN:FUN,ZHONGFU STRAITS PINGTAN DEV.'A',6356042,887214,EQ
174,CH,865436,SHE,051,CH,@:@319,BDRET,087,Broadline Retailers,TOTMKCA,RTAILCH,NA,CHZASHR,NA,CNE000000032,P,CH000593,CN:CNH,SICHUAN DATONG GS.DEV. 'A',6189367,865436,EQ
175,CH,887218,SHE,051,CH,@:@252,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHZASHR,IMACHCH,CNE000000K09,P,CH000595,CN:XIB,BAOTA INDUSTRY 'A',6647832,887218,EQ
176,CH,887348,SHE,051,CH,@:@JPDM1,DISTV,068,Distillers & Vintners,TOTMKCA,FDBEVCH,BEVESCH,CHZASHR,DISTVCH,CNE000000MD5,P,CH000596,CN:ANG,ANHUI GUJING DISTILLERY 'A',6048015,887348,EQ
177,CH,865564,SHE,051,CH,@:@9NE,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHZASHR,PHRMCCH,CNE0000009G0,P,CH000597,CN:NEP,NORTHEAST PHARM. 'A',6620435,865564,EQ
178,CH,865775,SHE,051,CH,@:@02W,CHMSP,033,Specialty Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHMSPCH,CNE000000HN4,P,CH000598,CN:CXI,CHENGDU XINGRONG INV.'A',6103970,865775,EQ
179,CH,887177,SHE,051,CH,@:@00U,TYRES,053,Tires,TOTMKCA,AUTMBCH,AUTMBCH,CHZASHR,NA,CNE000000K17,P,CH000599,CN:QGN,QINGDAO DOUBLESTAR 'A',6714996,887177,EQ
180,CH,865566,SHE,051,CH,@:@358,CNVEL,169,Con. Electricity,TOTMKCA,UTILSCH,ELECTCH,CHZASHR,CNVELCH,CNE000000FT5,P,CH000600,CN:SHB,JOINTO ENERGY INV. 'A',6770233,865566,EQ
181,CH,887164,SHE,051,CH,@:@353,ALTEL,096,Alt. Electricity,TOTMKCA,UTILSCH,ELECTCH,CHZASHR,NA,CNE0000009H8,P,CH000601,CN:GAN,GUANGDONG SHAONENG 'A',6390374,887164,EQ
182,CH,887146,SHE,051,CH,@:@153,DISTV,068,Distillers & Vintners,TOTMKCA,FDBEVCH,BEVESCH,CHZASHR,DISTVCH,CNE000000H04,P,CH000603,CN:SMB,SHENGDA MINING 'A',6388465,887146,EQ
183,CH,887193,SHE,051,CH,@:@02C,BIOTC,157,Biotechnology,TOTMKCA,HLTHCCH,PHARMCH,CHZASHR,NA,CNE000000LX5,P,CH000605,CN:ZON,BOHAI WATER INDUSTRY 'A',6993513,887193,EQ
184,CH,887288,SHE,051,CH,@:@07S,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHZASHR,PHRMCCH,CNE000000M98,P,CH000606,CN:QGH,QINGHAI GELATIN 'A',6714059,887288,EQ
185,CH,887165,SHE,051,CH,@:@00X,ELETR,057,Electronic Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,NA,CNE000000D65,P,CH000607,CN:COQ,HUAMEI HOLDING (ZHEJ.) 'A',6193658,887165,EQ
186,CH,887205,SHE,051,CH,@:@09B,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHZASHR,RLDEVCH,CNE000000982,P,CH000608,CN:GNX,YANG GUANG 'A' SUSP - SUSP.08/03/16,6391269,887205,EQ
187,CH,887302,SHE,051,CH,@:@526,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHZASHR,RLDEVCH,CNE0000007Z4,P,CH000609,CN:BXN,BEIJING MAINSTREETS INV. GP. 'A',6091194,887302,EQ
188,CH,887248,SHE,051,CH,@:@296,TRAVL,094,Travel & Tourism,TOTMKCA,TRLESCH,TRLESCH,CHZASHR,TRAVLCH,CNE000000D73,P,CH000610,CN:XIA,XI'AN TOURISM 'A',6982221,887248,EQ
189,CH,887303,SHE,051,CH,@:@05E,ELETR,057,Electronic Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,NA,CNE000000768,P,CH000611,CN:INM,INMONG.CHILECHUAN TECH. &.DEV.'A',6461775,887303,EQ
190,CH,887241,SHE,051,CH,@:@209,ALUMN,093,Aluminum,TOTMKCA,BRESRCH,INDMTCH,CHZASHR,ALUMNCH,CNE000000826,P,CH000612,CN:WNG,JIAOZUO WANGFANG ALUM. 'A',6504324,887241,EQ
191,CH,887794,SHE,051,CH,NA,HOTEL,080,Hotels,TOTMKCA,TRLESCH,TRLESCH,CHZASHR,HOTELCH,CNE0000008G2,P,CH000613,CN:HNC,HAINAN DONGHAI TOURISM NTRE HDG. 'A',6414274,887794,EQ
192,CH,887342,SHE,051,CH,@:@243,CHEMS,092,Commodity Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHEMSCH,CNE0000007D1,P,CH000615,CN:HBG,HUBEI GOLDEN RING 'A',6430098,887342,EQ
193,CH,887465,SHE,051,CH,@:@04B,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHZASHR,RLDEVCH,CNE0000008H0,P,CH000616,CN:DLB,YELAND INVESTMENT GROUP 'A',6268211,887465,EQ
194,CH,887354,SHE,051,CH,@:@08U,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHZASHR,IMACHCH,CNE000000MS3,P,CH000617,CN:JAD,JINAN DIESEL ENGINE 'A',6486109,887354,EQ
195,CH,887356,SHE,051,CH,@:@04R,BMATS,030,Building Mat.& Fix.,TOTMKCA,CNSTMCH,CNSTMCH,CHZASHR,BMATSCH,CNE000000MR5,P,CH000619,CN:ANU,WUHU CONCH PROFL.& SCI. 'A',6730613,887356,EQ
196,CH,887406,SHE,051,CH,@:@02Y,CHEMS,092,Commodity Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHEMSCH,CNE000000958,P,CH000620,CN:MUD,MACROLINK REAL EST.'A',6609371,887406,EQ
197,CH,887463,SHE,051,CH,@:@06U,AUPRT,063,Auto Parts,TOTMKCA,AUTMBCH,AUTMBCH,CHZASHR,NA,CNE0000007G4,P,CH000622,CN:YUY,HENGLI INDL.DEV.GP.'A',6980139,887463,EQ
198,CH,887407,SHE,051,CH,@:@07B,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHZASHR,PHRMCCH,CNE000000719,P,CH000623,CN:YNB,JILIN AODONG PHARM.GP. 'A',6086297,887407,EQ
199,CH,890605,SHE,051,CH,@:@9CGM1,AUTOS,065,Automobiles,TOTMKCA,AUTMBCH,AUTMBCH,CHZASHR,AUTOSCH,CNE000000R36,P,CH000625,CN:CCA,CHONGQING CHANGAN AUTMB. 'A',6193948,890605,EQ
200,CH,887551,SHE,051,CH,@:@08D,INSUP,032,Industrial Suppliers,TOTMKCA,INDGSCH,NA,CHZASHR,NA,CNE000000H12,P,CH000626,CN:LIL,LIAN YUN GANG IDEAL GP. 'A',6512833,887551,EQ
201,CH,887489,SHE,051,CH,@:@09T,CHEMS,092,Commodity Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHEMSCH,CNE000000F48,P,CH000627,CN:HUZ,HUBEI BIOCAUSE PHARM.'A',6438951,887489,EQ
202,CH,887499,SHE,051,CH,@:@408,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHZASHR,RLDEVCH,CNE0000005X3,P,CH000628,CN:CNG,CHENGDU HIGH-TECH DEV. 'A',6188041,887499,EQ
203,CH,887491,SHE,051,CH,@:@222,STEEL,056,Iron & Steel,TOTMKCA,BRESRCH,INDMTCH,CHZASHR,STEELCH,CNE0000007H2,P,CH000629,CN:PAN,PANGANG GP.STL.VMTM.'A',6674669,887491,EQ
204,CH,887498,SHE,051,CH,@:@08N,NOFMS,054,Nonferrous Metals,TOTMKCA,BRESRCH,INDMTCH,CHZASHR,NOFMSCH,CNE000000529,P,CH000630,CN:ANT,TONGLING NONFR.MTLS.GP. 'A',6040550,887498,EQ
205,CH,887509,SHE,051,CH,@:@470,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHZASHR,RLDEVCH,CNE000000990,P,CH000631,CN:CHL,SHUNFA HENGYE 'A',6193551,887509,EQ
206,CH,887510,SHE,051,CH,@:@218,INSUP,032,Industrial Suppliers,TOTMKCA,INDGSCH,NA,CHZASHR,NA,CNE000000685,P,CH000632,CN:FNS,FUJIAN SANMU GP. 'A',6358952,887510,EQ
207,CH,887468,SHE,051,CH,@:@163,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHZASHR,IMACHCH,CNE000000081,P,CH000633,CN:SYA,SHENYANG HEJIN HLDG.INV. 'A',6817066,887468,EQ
208,CH,887511,SHE,051,CH,@:@284,CHEMS,092,Commodity Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHEMSCH,CNE000000N71,P,CH000635,CN:NNC,NINGXIA YOUNGLIGHT CHEMS.'A',6591780,887511,EQ
209,CH,887556,SHE,051,CH,@:@09X,ELEQP,037,Electrical Equipment,TOTMKCA,INDGSCH,ELTNCCH,CHZASHR,ELEQPCH,CNE000000GH8,P,CH000636,CN:FEN,GUANGDONG FENGHUA ADVD. TECH.(HLDG.) 'A',6335052,887556,EQ
210,CH,887490,SHE,051,CH,@:@207,CHEMS,092,Commodity Chemicals,TOTMKCA,CHMCLCH,CHMCLCH,CHZASHR,CHEMSCH,CNE0000000M7,P,CH000637,CN:MOA,MAOMING PETRO-CHEMICAL SHIHUA 'A',6562560,887490,EQ
211,CH,887531,SHE,051,CH,@:@03W,RLDEV,112,"Real Estate Hold, Dev",TOTMKCA,RLESTCH,RLISVCH,CHZASHR,RLDEVCH,CNE0000008Y5,P,CH000638,CN:CLI,VANFUND URBAN INVDL.'A' SUSP - SUSP.05/01/16,6187684,887531,EQ
212,CH,887555,SHE,051,CH,@:@04X,FDPRD,071,Food Products,TOTMKCA,FDBEVCH,NA,CHZASHR,NA,CNE000000008,P,CH000639,CN:ZQN,XIWANG FOODSTUFFS 'A',6991249,887555,EQ
213,CH,887591,SHE,051,CH,@:@01N,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHZASHR,PHRMCCH,CNE000000NF8,P,CH000650,CN:JIU,RENHE PHARMACY 'A',6452854,887591,EQ
214,CH,887497,SHE,051,CH,@:@192,DURHP,059,Dur. Household Prod.,TOTMKCA,PERHHCH,NA,CHZASHR,NA,CNE0000001D4,P,CH000651,CN:ZGR,GREE ELECT.APP. 'A' SUSP - 22/02/16,6990257,887497,EQ
215,CH,887554,SHE,051,CH,@:@04C,DIVIN,101,Divers. Industrials,TOTMKCA,INDGSCH,GNINDCH,CHZASHR,NA,CNE0000005D5,P,CH000652,CN:TNM,TIANJIN TEDA 'A',6856757,887554,EQ
216,CH,887553,SHE,051,CH,@:@188,STEEL,056,Iron & Steel,TOTMKCA,BRESRCH,INDMTCH,CHZASHR,STEELCH,CNE000000131,P,CH000655,CN:ZIB,SHANDONG JINLING MNG. 'A',6783059,887553,EQ
217,CH,887552,SHE,051,CH,@:@250,RLSRV,167,Real Estate Services,TOTMKCA,RLESTCH,RLISVCH,CHZASHR,NA,CNE000000073,P,CH000656,CN:CHS,JINKE PROPERTY GROUP 'A',6188933,887552,EQ
218,CH,887560,SHE,051,CH,@:@05C,NOFMS,054,Nonferrous Metals,TOTMKCA,BRESRCH,INDMTCH,CHZASHR,NOFMSCH,CNE0000006M4,P,CH000657,CN:HNJ,CHINA TUNGSTEN &HIGHTECH MATS.'A',6403283,887560,EQ
219,CH,887569,SHE,051,CH,@:@00Z,CONPK,070,Containers & Package,TOTMKCA,INDGSCH,GNINDCH,CHZASHR,CONPKCH,CNE0000000C8,P,CH000659,CN:ZST,ZHUHAI ZHONGFU ENTRE.'A',6992037,887569,EQ
220,CH,877162,SHE,051,CH,@:@489,PHRMC,095,Pharmaceuticals,TOTMKCA,HLTHCCH,PHARMCH,CHZASHR,PHRMCCH,CNE0000007J8,P,CH000661,CN:CTE,CHANGCHUN HIGH NEW TECH. 'A',6195308,877162,EQ
221,CH,877139,SHE,051,CH,@:@203,PRSNL,048,Personal Products,TOTMKCA,PERHHCH,PERSGCH,CHZASHR,NA,CNE0000006N2,P,CH000662,CN:GXI,SOFTTO 'A',6398646,877139,EQ
222,CH,887584,SHE,051,CH,@:@05M,FORST,038,Forestry,TOTMKCA,BRESRCH,NA,CHZASHR,NA,CNE000000CS4,P,CH000663,CN:FJY,FUJIAN YONGAN FOREST.'A',6363592,887584,EQ
223,CH,887592,SHE,051,CH,@:@05V,AUPRT,063,Auto Parts,TOTMKCA,AUTMBCH,AUTMBCH,CHZASHR,NA,CNE0000000W6,P,CH000665,CN:WPL,HUBEI BCAST.AND TV INFO. NET.'A',6981251,887592,EQ
224,CH,887593,SHE,051,CH,@:@ZRI,IMACH,043,Industrial Machinery,TOTMKCA,INDGSCH,INDENCH,CHZASHR,IMACHCH,CNE000000JN0,P,CH000666,CN:JNT,JINGWEI TEXTILE MACH.'A',6476423,887593,EQ
